Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes)
Chappaquiddick,6.4,2017,PG-13,Biography,John Curran,Jason ClarkeKate MaraEd Helms,67.0,"https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
The Pirates of Somalia,6.7,2017,R,Biography,Bryan Buckley,Al PacinoEvan PetersMelanie Griffith,54.0,"https://m.media-amazon.com/images/M/MV5BMjA2OTIwNjA0NV5BMl5BanBnXkFtZTgwMDYxNTYxNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.0
Stockholm,6.1,2018,R,Biography,Robert Budreau,Robert BudreauDaniel LangJames Luscombe,54.0,"https://m.media-amazon.com/images/M/MV5BNWI1OGM1MzItMTgxMy00MDQyLWExNzMtYjdhMjczNDdhMDhkXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
The Red Baron,6.3,2008,PG-13,Action,Nikolai Müllerschön,Matthias SchweighöferLena HeadeyTil Schweiger,66.0,"https://m.media-amazon.com/images/M/MV5BMTg5NjE3NTc0OV5BMl5BanBnXkFtZTcwNzkzNjUxMw@@._V1_QL75_UY281_CR3,0,190,281_.jpg",106.0
Life,6.0,2015,R,Biography,Anton Corbijn,Robert PattinsonDane DeHaanPeter Lucas,59.0,"https://m.media-amazon.com/images/M/MV5BMTA3Mzc5Nzk0ODReQTJeQWpwZ15BbWU4MDA2ODQxMTcx._V1_QL75_UY281_CR0,0,190,281_.jpg",111.0
The Message,8.9,1976,PG,Action,Moustapha Akkad,H.A.L. CraigTewfik El-HakimA.B. Rahman El-Sharkawi,66.0,"https://m.media-amazon.com/images/M/MV5BZWVkN2NmODAtMTMyMC00MTdkLThmMTktOWQ4NjI0Y2M5ZDFjXkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_QL75_UY281_CR4,0,190,281_.jpg",207.0
Adam,6.5,2020,R,Biography,Michael Uppendahl,Michael BurkeBrett JohnsonRobin Veith,66.0,"https://m.media-amazon.com/images/M/MV5BNDczOWUwMjQtM2EzMC00Y2QxLTg5MTMtNThmOTZjZDYyNTRmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",100.0
Taking Woodstock,6.7,2009,R,Biography,Ang Lee,Demetri MartinHenry GoodmanEdward Hibbert,55.0,"https://m.media-amazon.com/images/M/MV5BNzE5NDYzM2YtMjlhMS00Yjc5LWFhZWUtNjQ4ODVhZTQ4OTFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,6,190,281_.jpg",120.0
Flash of Genius,7.0,2008,PG-13,Biography,Marc Abraham,Greg KinnearLauren GrahamAlan Alda,57.0,"https://m.media-amazon.com/images/M/MV5BMTI5MDI0NDAxOV5BMl5BanBnXkFtZTcwNzk4ODk3MQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",119.0
Get on Up,6.9,2014,PG-13,Biography,Tate Taylor,Jez ButterworthJohn-Henry ButterworthSteven Baigelman,71.0,"https://m.media-amazon.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_QL75_UX190_CR0,10,190,281_.jpg",139.0
Son of the South,6.2,2020,PG-13,Biography,Barry Alexander Brown,Lucas TillJim KlockMichael Sirow,60.0,"https://m.media-amazon.com/images/M/MV5BMzk3MGQ1MGYtOTRlOC00MjJiLTljOTUtNGM1ZTE1Y2VmYmI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Born Free,7.2,1966,PG,Adventure,James Hill,Virginia McKennaBill TraversGeoffrey Keen,66.0,"https://m.media-amazon.com/images/M/MV5BNDk3MGE1MzUtYWZlOS00OGVlLWJmOTUtNzgxYWY1NzU0YmQ1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,3,190,281_.jpg",95.0
The General,7.2,1998,R,Biography,John Boorman,Brendan GleesonAdrian DunbarSean McGinley,81.0,"https://m.media-amazon.com/images/M/MV5BZjk5OGYxYjAtY2JjNy00YjY5LWFlYWEtMzIxNzc1NzZlMzg2XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UY281_CR2,0,190,281_.jpg",124.0
Dillinger,6.9,1973,R,Action,John Milius,Warren OatesBen JohnsonMichelle Phillips,66.0,"https://m.media-amazon.com/images/M/MV5BMjIxMGViMmMtOTAzMi00MjQ2LWEwMDMtNzkzMTdkYWQwZGJjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,11,190,281_.jpg",107.0
Puncture,6.8,2011,R,Biography,Adam Kassen,Chris EvansMark KassenVinessa Shaw,54.0,"https://m.media-amazon.com/images/M/MV5BMTYzODIxNjAxNV5BMl5BanBnXkFtZTcwOTcxNzQzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",100.0
Rob the Mob,6.3,2014,R,Biography,Raymond De Felitta,Michael PittNina AriandaAndy Garcia,63.0,"https://m.media-amazon.com/images/M/MV5BMjE4MTE4MTEyNl5BMl5BanBnXkFtZTgwMjIwNTgwMTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",104.0
Into the White,7.1,2012,R,Action,Petter Næss,Florian LukasDavid KrossLachlan Nieboer,66.0,"https://m.media-amazon.com/images/M/MV5BMTM5MDgzMTAyMV5BMl5BanBnXkFtZTcwODA5MzUwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",104.0
The Happy Prince,6.2,2018,R,Biography,Rupert Everett,Rupert EverettColin FirthEmily Watson,64.0,"https://m.media-amazon.com/images/M/MV5BODVjZThlMzMtZjQwNy00YjRlLWE5ZTMtMWVlMWUwM2U1NjRkXkEyXkFqcGdeQXVyODcyODY1Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
The Pigeon Tunnel,7.0,2023,PG-13,Documentary,Errol Morris,Jake DoveCharlotte HamblinGarry Cooper,79.0,"https://m.media-amazon.com/images/M/MV5BNDlhZTMyNTktZTg1Ni00YTdiLWJhMzQtOTRlYTBmYzNiMjc5XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",92.0
Ted K,6.0,2021,R,Biography,Tony Stone,Sharlto CopleyDrew PowellChristian Calloway,70.0,"https://m.media-amazon.com/images/M/MV5BYzVhZGIyODYtMTk0NS00MTcxLTg3OWUtYzVkY2FlMDA2MDYyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",120.0
Aline,6.3,2020,PG-13,Biography,Valérie Lemercier,Valérie LemercierSylvain MarcelDanielle Fichaud,53.0,"https://m.media-amazon.com/images/M/MV5BNjUxYTQ3YzItNjU5Ny00ZGM0LWJkMGUtN2FkMWRiNjFlY2ExXkEyXkFqcGdeQXVyMzcwMzExMA@@._V1_QL75_UY281_CR9,0,190,281_.jpg",126.0
Dream Horse,6.9,2020,PG,Biography,Euros Lyn,Toni ColletteOwen TealeAlan David,68.0,"https://m.media-amazon.com/images/M/MV5BOTQ5MmRlYWItZmNiYS00ZmE5LTg4NjAtZjZjZjNjYTRhMDY1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",113.0
Effie Gray,6.0,2014,PG-13,Biography,Richard Laxton,Dakota FanningGreg WiseTom Sturridge,54.0,"https://m.media-amazon.com/images/M/MV5BMjAyNjQ1NDc3Nl5BMl5BanBnXkFtZTgwNjY5MTE0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
A United Kingdom,6.9,2016,PG-13,Biography,Amma Asante,David OyelowoRosamund PikeTom Felton,65.0,"https://m.media-amazon.com/images/M/MV5BOGRhMjY4YjAtOGI4ZC00OTc1LTk0ZDUtMTBhNjMyMzEzMjc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgwMTQyNjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0
The Dove,6.3,1974,PG,Adventure,Charles Jarrott,Robin Lee GrahamDerek GillPeter S. Beagle,66.0,"https://m.media-amazon.com/images/M/MV5BMTk4ZGUzNmUtOTU5Yy00MGY3LWIzMWUtNzhhY2FkMjYzMmFmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",105.0
Lifemark,6.1,2022,PG-13,Biography,Kevin Peeples,Kirk CameronAlex KendrickMarisa Lynae Hampton,66.0,"https://m.media-amazon.com/images/M/MV5BNjk0MmQwNGUtZTNhNy00ZTA1LWFiNGMtNWU4NzU4Y2YwY2M0XkEyXkFqcGdeQXVyNjgxMTkwMjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Creation,6.6,2009,PG-13,Biography,Jon Amiel,John ColleeJon AmielRandal Keynes,51.0,"https://m.media-amazon.com/images/M/MV5BMjAwMjgxMDUwNl5BMl5BanBnXkFtZTcwMjM3ODAxMw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",108.0
Permanent Midnight,6.2,1998,R,Biography,David Veloz,Ben StillerMaria BelloJay Paulson,57.0,"https://m.media-amazon.com/images/M/MV5BZDY1MGU5YTYtNzk3NC00MWE0LTljYjUtZDM2YzQyZmJkZDU4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",88.0
Woman Walks Ahead,6.7,2017,R,Biography,Susanna White,Jessica ChastainLouisa KrauseBoots Southerland,51.0,"https://m.media-amazon.com/images/M/MV5BNjE1M2NlODEtYzMzZi00ZWUzLWEwMGItMTYzOTYyODU2ZDlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
An Angel at My Table,7.4,1990,R,Biography,Jane Campion,Kerry FoxAlexia KeoghKaren Fergusson,79.0,"https://m.media-amazon.com/images/M/MV5BZGViMGM0ZGItMWRkOC00NjA5LWE0MDgtNWJjZTJjMjk5ZmM1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY281_CR4,0,190,281_.jpg",158.0
Won't You Be My Neighbor?,8.3,2018,PG-13,Documentary,Morgan Neville,Fred RogersMargaret WhitmerTom Junod,85.0,"https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Mesrine: Killer Instinct,7.5,2008,R,Action,Jean-François Richet,Jacques MesrineAbdel Raouf DafriJean-François Richet,71.0,"https://m.media-amazon.com/images/M/MV5BOTZhNWEwMDAtYzEyOC00NTVkLTgxZDktYjQwMDJiYjk2NmQ4XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UY281_CR8,0,190,281_.jpg",113.0
Ride Like a Girl,7.0,2019,PG,Biography,Rachel Griffiths,Teresa PalmerSam NeillBrooke Satchwell,47.0,"https://m.media-amazon.com/images/M/MV5BNWJlNzA4OGQtYjJjNS00ZDljLTgwOGEtYzU4ODhiMDFhYTllXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR2,0,190,281_.jpg",98.0
The Sapphires,7.0,2012,PG-13,Biography,Wayne Blair,Keith ThompsonTony Briggs,67.0,"https://m.media-amazon.com/images/M/MV5BMTQyNTk5MDk1OF5BMl5BanBnXkFtZTcwNjgyODYxOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Enron: The Smartest Guys in the Room,7.6,2005,R,Documentary,Alex Gibney,John BeardTim BeldenBarbara Boxer,66.0,"https://m.media-amazon.com/images/M/MV5BNjI0ODAxMDUwNl5BMl5BanBnXkFtZTcwMDU3MjE1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",110.0
Swan Song,7.0,2021,R,Biography,Todd Stephens,Udo KierJennifer CoolidgeLinda Evans,65.0,"https://m.media-amazon.com/images/M/MV5BYTM4YmI5NzItNjViZS00MmE2LWE3ZWUtMTI0ZTg4ZWM2NWU4XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Bird,7.1,1988,R,Biography,Clint Eastwood,Forest WhitakerDiane VenoraMichael Zelniker,78.0,"https://m.media-amazon.com/images/M/MV5BMmZjODI2NDYtYzFhYy00Y2EzLThjNTQtYmY4M2FiYjUyYTAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",161.0
Queen of Katwe,7.4,2016,PG,Biography,Mira Nair,Madina NalwangaDavid OyelowoLupita Nyong'o,73.0,"https://m.media-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0
Rebel in the Rye,6.7,2017,PG-13,Biography,Danny Strong,Nicholas HoultKevin SpaceyVictor Garber,46.0,"https://m.media-amazon.com/images/M/MV5BMTUyMDQ2ODI0M15BMl5BanBnXkFtZTgwMDY0NDYxMzI@._V1_QL75_UX190_CR0,1,190,281_.jpg",106.0
Beyond the Sea,6.7,2004,PG-13,Biography,Kevin Spacey,Kevin SpaceyKate BosworthJohn Goodman,46.0,"https://m.media-amazon.com/images/M/MV5BMTY2MzI0ODE3NF5BMl5BanBnXkFtZTYwODI4NDM3._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
The Whole Wide World,7.0,1996,PG,Biography,Dan Ireland,Vincent D'OnofrioRenée ZellwegerAnn Wedgeworth,66.0,"https://m.media-amazon.com/images/M/MV5BMzg5YWIxZTgtODJiZC00ZDQ2LWFjYTUtNDNkMjlkZGZmN2I0XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_QL75_UY281_CR11,0,190,281_.jpg",111.0
Nowhere in Africa,7.5,2001,R,Biography,Caroline Link,Juliane KöhlerMerab NinidzeMatthias Habich,72.0,"https://m.media-amazon.com/images/M/MV5BOTg2ODkxOWUtZTNlMi00NTJlLWE4NzktMDc3ODI1Mzg4N2Q2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",141.0
The Other Side of the Mountain,6.4,1975,PG,Biography,Larry Peerce,Marilyn HassettBeau BridgesBelinda Montgomery,66.0,"https://m.media-amazon.com/images/M/MV5BNjIzM2NkYmUtMzBiMS00OTE1LWFhYzYtMjRkZjgyYTJhZjEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",102.0
Cromwell,7.0,1970,G,Biography,Ken Hughes,Richard HarrisAlec GuinnessRobert Morley,66.0,"https://m.media-amazon.com/images/M/MV5BMmE2MGJhYzAtN2JkYi00NGI3LWIyNjUtZjllODIzODhiNTY3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_QL75_UX190_CR0,3,190,281_.jpg",139.0
Blaze,6.5,2018,R,Biography,Ethan Hawke,Ethan HawkeSybil Rosen,75.0,"https://m.media-amazon.com/images/M/MV5BMjQ1MzU2NDU3Nl5BMl5BanBnXkFtZTgwMDQ2MTkwNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",129.0
Camille Claudel,7.3,1988,R,Biography,Bruno Nuytten,Reine-Marie ParisBruno NuyttenMarilyn Goldin,66.0,"https://m.media-amazon.com/images/M/MV5BYjcyMGM4NTEtNGI4Yi00OTFiLTg1OGEtMDc1YmZlYzk5Njc5XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UY281_CR11,0,190,281_.jpg",175.0
Without Limits,7.2,1998,PG-13,Biography,Robert Towne,Billy CrudupDonald SutherlandMonica Potter,71.0,"https://m.media-amazon.com/images/M/MV5BNjNjOGE5MjQtYzY0NS00MDI0LWJmM2ItNGQwYTQ3Mjc1ZGIyXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0
The Last Station,6.9,2009,R,Biography,Michael Hoffman,Helen MirrenJames McAvoyChristopher Plummer,76.0,"https://m.media-amazon.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1_QL75_UY281_CR5,0,190,281_.jpg",112.0
The Fog of War,8.1,2003,PG-13,Documentary,Errol Morris,Robert McNamaraJohn F. KennedyFidel Castro,87.0,"https://m.media-amazon.com/images/M/MV5BMTc3MTA4NDgzNl5BMl5BanBnXkFtZTcwOTAxNTQyMQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg",107.0
A Mighty Heart,6.6,2007,R,Biography,Michael Winterbottom,Angelina JolieDan FuttermanIrrfan Khan,74.0,"https://m.media-amazon.com/images/M/MV5BMTg4OTk0NDc3MV5BMl5BanBnXkFtZTcwOTU0ODc0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Man on Wire,7.7,2008,PG-13,Documentary,James Marsh,Philippe PetitJean François HeckelJean-Louis Blondeau,89.0,"https://m.media-amazon.com/images/M/MV5BMTMxNTk3NDY1NV5BMl5BanBnXkFtZTcwNDk0ODg3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
"The Prize Winner of Defiance, Ohio",7.2,2005,PG-13,Biography,Jane Anderson,Julianne MooreWoody HarrelsonLaura Dern,58.0,"https://m.media-amazon.com/images/M/MV5BZjE1ZmNkMTgtNDRjOS00Y2JhLWFhMDgtZjg4NzFmYTI5NGZkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",99.0
Restoration,6.6,1995,R,Biography,Michael Hoffman,Robert Downey Jr.Sam NeillDavid Thewlis,66.0,"https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,7,190,281_.jpg",117.0
84 Charing Cross Road,7.4,1987,PG,Biography,David Hugh Jones,Anne BancroftAnthony HopkinsJudi Dench,66.0,"https://m.media-amazon.com/images/M/MV5BYmJmMDZmMzctZWZkMy00NDMxLTgyNjItYTZkNmI0YTI4MGYxXkEyXkFqcGdeQXVyODkxNTMxOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",100.0
The Bang Bang Club,6.9,2010,R,Biography,Steven Silver,Steven SilverGreg MarinovichJoão Silva,48.0,"https://m.media-amazon.com/images/M/MV5BMjIxNDIyMDU2Ml5BMl5BanBnXkFtZTcwODUxMTA4NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Big Miracle,6.5,2012,PG,Biography,Ken Kwapis,Drew BarrymoreJohn KrasinskiJohn Pingayak,61.0,"https://m.media-amazon.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Luther,6.6,2003,PG-13,Biography,Eric Till,Joseph FiennesBruno GanzPeter Ustinov,47.0,"https://m.media-amazon.com/images/M/MV5BMTU5NjQ1MTQ0M15BMl5BanBnXkFtZTgwNDUwNzgwMzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",123.0
Safety,6.8,2020,PG,Biography,Reginald Hudlin,Jay ReevesJavien JacksonThaddeus J. Mixson,55.0,"https://m.media-amazon.com/images/M/MV5BYTQ1ODNlY2YtZTU5OS00NjcxLTkwOTgtN2QzNWViOWIzMDMzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",122.0
Veronica Guerin,6.8,2003,R,Biography,Joel Schumacher,Carol DoyleMary Agnes Donoghue,55.0,"https://m.media-amazon.com/images/M/MV5BZWZhZDdiMDYtYTRkMi00MzEzLWI0NjgtZjJjODFmN2ZjNmZmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY281_CR2,0,190,281_.jpg",98.0
Nicholas and Alexandra,7.2,1971,PG,Biography,Franklin J. Schaffner,Michael JaystonJanet SuzmanRoderic Noble,57.0,"https://m.media-amazon.com/images/M/MV5BMjNiZmU0MDYtMmQwNi00OWY3LTg4MWItYTIyOTFkYTJiMWFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,5,190,281_.jpg",183.0
Billie Eilish: The World's a Little Blurry,7.7,2021,R,Documentary,R.J. Cutler,Billie EilishFinneas O'ConnellMaggie Baird,70.0,"https://m.media-amazon.com/images/M/MV5BNzUzMGQwOWMtNjEzOC00MjljLWFmOGUtY2EwZmE3YjhiYTg3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,2,190,281_.jpg",140.0
The Other Side of Heaven,6.2,2001,PG,Adventure,Mitch Davis,Christopher GorhamAnne HathawayJoe Folau,38.0,"https://m.media-amazon.com/images/M/MV5BNjA0NTY1NzM2MV5BMl5BanBnXkFtZTgwMzgyMzYzNTE@._V1_QL75_UX190_CR0,6,190,281_.jpg",113.0
The Good Lie,7.4,2014,PG-13,Biography,Philippe Falardeau,Reese WitherspoonArnold OcengGer Duany,65.0,"https://m.media-amazon.com/images/M/MV5BMjA0Njc1MzA4MF5BMl5BanBnXkFtZTgwODc1MjUwMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",110.0
Truth,6.8,2015,R,Biography,James Vanderbilt,Cate BlanchettRobert RedfordDennis Quaid,66.0,"https://m.media-amazon.com/images/M/MV5BMzkxNjU2MzMzOF5BMl5BanBnXkFtZTgwOTA3Mjg4NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",125.0
Cry Freedom,7.4,1987,PG,Biography,Richard Attenborough,Donald WoodsJohn Briley,59.0,"https://m.media-amazon.com/images/M/MV5BZGRlYmNjYzgtM2QzYS00MWI1LWFmM2YtOWY1Zjc3MThlYWUyXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UY281_CR5,0,190,281_.jpg",157.0
Film Stars Don't Die in Liverpool,6.7,2017,R,Biography,Paul McGuigan,Annette BeningJamie BellKenneth Cranham,65.0,"https://m.media-amazon.com/images/M/MV5BMTE0MDQxODg2NTJeQTJeQWpwZ15BbWU4MDIwODkyMjQz._V1_QL75_UX190_CR0,1,190,281_.jpg",105.0
De-Lovely,6.6,2004,PG-13,Biography,Irwin Winkler,Kevin KlineAshley JuddJonathan Pryce,53.0,"https://m.media-amazon.com/images/M/MV5BMjIyODgwODIyNF5BMl5BanBnXkFtZTcwMTkzMTczMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",125.0
Sweet Dreams,7.0,1985,PG-13,Biography,Karel Reisz,Jessica LangeEd HarrisAnn Wedgeworth,65.0,"https://m.media-amazon.com/images/M/MV5BMDUwZmQ2YzctZTdkMy00ZjBhLWI3MjctZWZmZjRiZTMzNDRjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,3,190,281_.jpg",115.0
A Home of Our Own,7.0,1993,PG,Biography,Tony Bill,Kathy BatesEdward FurlongClarissa Lassig,66.0,"https://m.media-amazon.com/images/M/MV5BMTMxYTllZTAtOTM0MS00ZTg2LTk3ZDUtOTRmMTkzOTQzYzMxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR3,0,190,281_.jpg",104.0
Saint Laurent,6.1,2014,R,Biography,Bertrand Bonello,Bertrand BonelloThomas Bidegain,52.0,"https://m.media-amazon.com/images/M/MV5BMTQ4NjMzMDk2NV5BMl5BanBnXkFtZTgwMDAxODMyNTE@._V1_QL75_UY281_CR1,0,190,281_.jpg",150.0
Lonely Hearts,6.4,2006,R,Biography,Todd Robinson,John TravoltaSalma HayekJared Leto,60.0,"https://m.media-amazon.com/images/M/MV5BYTIxNGNjZTMtMGM5Ny00MmQ5LWEwODQtYTZkNGY2MjQ1MGM3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Experimenter,6.6,2015,PG-13,Biography,Michael Almereyda,Peter SarsgaardWinona RyderJim Gaffigan,81.0,"https://m.media-amazon.com/images/M/MV5BOTA4NzYwMDI0NF5BMl5BanBnXkFtZTgwNTgzNDczNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
King of Kings,7.0,1961,PG-13,Biography,Nicholas Ray,Jeffrey HunterSiobhan McKennaHurd Hatfield,66.0,"https://m.media-amazon.com/images/M/MV5BMzNkYmEyOGItNWZiOS00NzMxLWFhNjktMzhhYWZlMTAyMDUyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY281_CR2,0,190,281_.jpg",168.0
Sly,7.0,2023,R,Documentary,Thom Zimny,Sylvester StalloneFrank StalloneJohn Herzfeld,62.0,"https://m.media-amazon.com/images/M/MV5BMTJjNDI2OWYtYmVhZi00NDA4LTliZTQtMThmMWJiYjg2YzcyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",95.0
One Night with the King,6.0,2006,PG,Biography,Michael O. Sajbel,Tiffany DupontLuke GossJohn Noble,38.0,"https://m.media-amazon.com/images/M/MV5BMTQ0NzQwNjcxOV5BMl5BanBnXkFtZTcwNDM0MDczMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",123.0
The United States vs. Billie Holiday,6.3,2021,R,Biography,Lee Daniels,Andra DayTrevante RhodesGarrett Hedlund,52.0,"https://m.media-amazon.com/images/M/MV5BN2FjZDU0MGMtZDkxMi00M2VmLTkyNDQtNTFjYjIzYzMxMjgwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",126.0
American Symphony,6.8,2023,PG-13,Documentary,Matthew Heineman,Jon BatisteLindsey ByrnesJonathan Dinklage,76.0,"https://m.media-amazon.com/images/M/MV5BZmRiYjQ2MDItN2I5OC00Yjk1LTllYTEtMDZlZDAyZjgxZDVmXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Eiffel,6.2,2021,R,Biography,Martin Bourboulon,Caroline BongrandThomas BidegainNatalie Carter,52.0,"https://m.media-amazon.com/images/M/MV5BN2QzNWYwODAtZjY3Ny00MDRhLTllYTUtNDVkMTMxYzQyNmQzXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Cross Creek,6.9,1983,PG,Biography,Martin Ritt,Mary SteenburgenRip TornPeter Coyote,66.0,"https://m.media-amazon.com/images/M/MV5BMzZhZGEwYjEtOGVjMi00MmE0LTlmZWUtYzFjOWNiM2JkZTlmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,8,190,281_.jpg",127.0
Moonage Daydream,7.6,2022,PG-13,Documentary,Brett Morgen,David BowieTrevor BolderKen Fordham,83.0,"https://m.media-amazon.com/images/M/MV5BNzU1YjhlNGQtYjViMC00OTZjLTgyYjMtODhmMTIwNGQ4MTQ0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",135.0
Little Ashes,6.4,2008,R,Biography,Paul Morrison,Robert PattinsonJavier BeltránMatthew McNulty,41.0,"https://m.media-amazon.com/images/M/MV5BMTgxOTM0NjcyOV5BMl5BanBnXkFtZTcwMDE0MDAwMg@@._V1_QL75_UY281_CR2,0,190,281_.jpg",112.0
